model_key,model_label,model,arm,label,base_arm,budget_warning_ratio,budget_warning_ratio_label,task,runs,valid_runs,all_runs_valid,resolved_runs,resolve_rate,total_tokens,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cost_usd,wall_seconds,api_calls,tool_calls,tokens_per_second,seconds_per_api_call,tokens_per_api_call,cost_per_api_call,cost_per_second,seconds_per_tool_call,tool_calls_per_api_call,api_wait_seconds,tool_execution_seconds,terminal_execution_seconds,unattributed_wall_seconds,api_duration_mean_seconds,api_duration_p95_seconds,ttft_mean_seconds,api_wait_fraction,tool_execution_fraction,diff_lines
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-15731,1,1,True,1,100.0,947012,19138,7554,0,920320,0.0203252,89.40091503807344,45,44,10592.866970060577,1.9866870008460764,21044.71111111111,0.00045167111111111115,0.000227348903435094,2.031838978138033,0.9777777777777777,67.1359384059906,10.159,9.991999999999999,12.105976632082834,1.4919097423553467,2.4846343040466308,0.771909671359592,0.7509535934548234,0.1136341836733277,5
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-16662,1,1,True,1,100.0,831455,78498,7997,0,744960,0.020177360000000002,216.59260348509997,41,42,3838.7968315695425,5.282746426465853,20279.39024390244,0.0004921307317073172,9.315812117004292e-05,5.156966749645237,1.024390243902439,200.27456188201904,4.226,4.033,12.09204160308093,4.884745411756562,10.404673337936401,1.5297389437512654,0.9246602084257993,0.019511284928484265,7
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-7530,1,1,True,1,100.0,979635,31819,11880,0,935936,0.023850935999999996,204.9385357098654,41,43,4780.140526557115,4.998500870972326,23893.536585365855,0.0005817301463414633,0.00011638092327236167,4.766012458368962,1.048780487804878,189.3670449256897,3.517,3.406,12.054490784175695,4.6187084128217,11.023223876953125,1.087882094266938,0.9240187272235589,0.01716124294446541,9
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-13516,1,1,True,1,100.0,628525,45500,7281,0,575744,0.015691744,254.84615454799496,34,33,2466.2918736787547,7.4954751337645575,18486.029411764706,0.0004615218823529412,6.15733991663774e-05,7.722610743878635,0.9705882352941176,236.5582311153412,5.465,5.27,12.82292343265377,6.957595032804153,18.599964725971212,1.5677217455471264,0.9282393588983521,0.0214443102337288,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline,Baseline Hermes · ratio null,baseline,,null,pytest-dev__pytest-7571,1,1,True,1,100.0,889598,35487,8031,0,846080,0.020096599999999996,112.98607764998451,33,32,7873.518742334374,3.4238205348480153,26957.515151515152,0.0006089878787878787,0.0001778679322089269,3.530814926562016,0.9696969696969697,99.56310057640076,1.808,1.711,11.614977073583752,3.017063653830326,7.8970249652862545,0.8737663355740634,0.8811979550687093,0.01600197154910482,7
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-15731,1,1,True,1,100.0,890748,28044,9456,0,853248,0.020825568000000006,195.0152571820654,38,37,4567.581085045062,5.131980452159616,23440.736842105263,0.0005480412631578949,0.00010678942920121038,5.270682626542308,0.9736842105263158,173.0524275302887,9.161999999999999,9.054,12.800829651776702,4.554011250797071,9.13295452594757,1.1171385990945917,0.8873789160441313,0.046980939503858385,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-16662,1,1,True,1,100.0,300107,38918,3909,0,257280,0.00817496,115.03973650396802,18,19,2608.7246817507144,6.391096472442667,16672.61111111111,0.0004541644444444445,7.106205428172226e-05,6.054722973893053,1.0555555555555556,101.54468894004822,1.668,1.569,11.827047563919798,5.6413716077804565,12.030632257461548,1.5533138116200764,0.8826922942104068,0.014499337800051953,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-7530,1,0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-13516,1,1,True,1,100.0,319543,49673,4142,0,265728,0.008889448,110.07261131913401,20,19,2903.020071664763,5.5036305659567,15977.15,0.0004444724,8.07598538225534e-05,5.793295332586001,0.95,97.30798172950745,1.26,1.025,11.504629589626566,4.865399086475373,9.793587982654575,1.6842458367347717,0.8840344620096454,0.011446989263722257,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,pytest-dev__pytest-7571,1,1,True,1,100.0,1622590,43195,11395,0,1568000,0.034108599999999996,244.34791626688093,47,46,6640.490431797993,5.198891835465552,34523.1914893617,0.0007257148936170212,0.00013959030435416525,5.311911223193063,0.9787234042553191,216.98500084877014,14.692,14.439,12.670915418110788,4.616702145718514,17.25012948513028,1.1885194930624454,0.8880165796534784,0.06012737994439514,10
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-15731,1,1,True,1,100.0,385398,20249,3677,0,361472,0.008946792000000002,69.97568754083477,22,23,5507.598618092869,3.1807130700379442,17518.090909090908,0.0004066723636363637,0.0001278557212428823,3.0424211974275988,1.0454545454545454,50.94036889076233,6.954000000000001,6.868,12.08131865007244,2.3154713132164697,3.7117325544357294,0.9494572227651422,0.7279723955700435,0.09937737297603469,5
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-16662,1,1,True,1,100.0,1289800,219658,8510,0,1061632,0.031218831999999995,328.4471887948457,45,45,3926.963128326951,7.298826417663238,28662.222222222223,0.0006937518222222221,9.50497768440328e-05,7.298826417663238,1.0,307.1562795639038,9.277,9.109,12.013909230941907,6.825695101420084,16.371618700027458,2.0852222707536487,0.9351770696864128,0.028245027865939774,18
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-7530,1,1,True,1,100.0,2441941,39748,23441,0,2378752,0.054652191999999995,344.14562159311026,74,73,7095.6619720914305,4.650616508015004,32999.2027027027,0.0007385431351351351,0.00015880542587467898,4.714323583467264,0.9864864864864865,323.1473262310028,8.406,8.146,12.592295362107455,4.366855759878416,12.60714875459671,0.9504007036621506,0.9389842728060793,0.024425706656057852,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-13516,1,1,True,1,100.0,659566,49156,9066,0,601344,0.017389983999999997,239.9774431970436,36,35,2748.449984353052,6.666040088806767,18321.277777777777,0.000483055111111111,7.246507741863562e-05,6.856498377058389,0.9722222222222222,226.13504219055176,1.619,1.436,12.223401006491855,6.281528949737549,15.268870770931244,1.3993266820907593,0.9423179077913337,0.006746467411400211,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,pytest-dev__pytest-7571,1,0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail,Ponytail · ratio null,ponytail,,null,django__django-15731,1,1,True,1,100.0,480672,86999,3785,0,389888,0.012140568,118.59821759886108,25,24,4052.944552891965,4.7439287039544435,19226.88,0.00048562271999999995,0.00010236720454824598,4.941592399952545,0.96,97.79298996925354,8.106,7.966,12.699227629607543,3.9117195987701416,7.409583091735835,1.3649013710021973,0.8245738591116285,0.06834841335826149,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail,Ponytail · ratio null,ponytail,,null,django__django-16662,1,1,True,1,100.0,1106172,27738,10658,0,1067776,0.025015055999999997,173.87210498587228,49,48,6361.9865883022485,3.5484103058341283,22574.938775510203,0.0005105113469387754,0.00014387043857341325,3.6223355205390058,0.9795918367346939,151.83259797096252,9.519,9.426,12.520507014909759,3.0986244483869902,6.026872587203979,1.2420285867185008,0.8732429965306939,0.054747137275260184,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail,Ponytail · ratio null,ponytail,,null,django__django-7530,1,1,True,1,100.0,893222,20389,12417,0,860416,0.022529096000000002,134.72371484106407,36,35,6630.027987676481,3.7423254122517795,24811.722222222223,0.0006258082222222222,0.00016722442686930043,3.8492489954589733,0.9722222222222222,120.89609408378601,1.678,1.265,12.149620757278054,3.3582248356607227,6.307487726211548,0.8979810012711419,0.8973631273930448,0.012455119738789612,2
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail,Ponytail · ratio null,ponytail,,null,django__django-13516,1,1,True,1,100.0,316163,46839,3084,0,266240,0.00810716,109.14144839299843,19,18,2896.818803994196,5.744286757526233,16640.157894736843,0.0004266926315789474,7.428122055708476e-05,6.063413799611023,0.9473684210526315,96.46416234970093,0.733,0.699,11.944286043297499,5.077061176300049,14.424807333946188,2.9163431619343005,0.8838453563704881,0.006716055273158927,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail,Ponytail · ratio null,ponytail,,null,pytest-dev__pytest-7571,1,1,True,1,100.0,924078,27826,7932,0,888320,0.02040264,175.66914906399325,41,42,5260.331736811535,4.284613391804713,22538.48780487805,0.0004976253658536585,0.0001161424194783779,4.182598787237934,1.024390243902439,154.8966019153595,8.558,8.31,12.214547148633748,3.777965900374622,7.948847532272339,1.0376297671620438,0.8817518769840078,0.04871657912387603,7
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p1,Ponytail · ratio 0.1,ponytail,0.1,0.1,django__django-15731,1,1,True,1,100.0,332259,20994,4321,0,306944,0.008516304,64.16762132104486,19,19,5177.985300992138,3.377243227423414,17487.315789473683,0.0004482265263157895,0.0001327196462120832,3.377243227423414,1.0,49.644153118133545,1.659,1.5670000000000002,12.864468202911317,2.6128501641122917,5.3299138545989635,0.7272041973314787,0.7736636031707147,0.02585416080330693,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p1,Ponytail · ratio 0.1,ponytail,0.1,0.1,django__django-16662,1,1,True,1,100.0,482739,25000,4619,0,453120,0.011206079999999997,74.8693765248172,24,24,6447.749699638342,3.1195573552007168,20114.125,0.00046691999999999985,0.00014967508105647815,3.1195573552007168,1.0,54.54376983642578,8.542,8.258000000000001,11.783606688391417,2.2726570765177407,4.033308649063109,1.0894422034422557,0.7285190870842363,0.11409204131903723,3
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p1,Ponytail · ratio 0.1,ponytail,0.1,0.1,django__django-7530,1,1,True,1,100.0,236724,35228,2328,0,199168,0.006085728000000001,37.418742505135015,13,12,6326.348352500464,2.878364808087309,18209.53846153846,0.0004681329230769232,0.00016263849591324054,3.1182285420945846,0.9230769230769231,24.572099208831787,1.178,1.071,11.668643296303227,1.8901614776024451,3.1403750419616694,0.9877948577587421,0.6566789144627116,0.031481549649573115,2
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p1,Ponytail · ratio 0.1,ponytail,0.1,0.1,django__django-13516,1,1,True,1,100.0,1066579,29058,10705,0,1026816,0.024442576000000008,174.50134600908495,46,47,6112.1534268536325,3.7935075219366294,23186.5,0.0005313603478260871,0.00014007098832766293,3.712794595937978,1.0217391304347827,146.4511935710907,15.304,11.453,12.746152437994256,3.183721599371537,6.119144380092621,0.9709802917812181,0.8392553806631732,0.08770132924477979,3
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p1,Ponytail · ratio 0.1,ponytail,0.1,0.1,pytest-dev__pytest-7571,1,1,True,1,100.0,996768,31634,8718,0,956416,0.022147535999999992,160.15252196905203,41,40,6223.8670221666325,3.906159072415903,24311.414634146342,0.0005401838048780486,0.0001382902730952922,4.0038130492263,0.975609756097561,135.89808130264282,11.894,11.813,12.36044066640921,3.314587348844947,6.622950792312622,1.0504527033829107,0.8485541134900383,0.07426670435010947,17
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p05,Ponytail · ratio 0.05,ponytail,0.05,0.05,django__django-15731,1,1,True,1,100.0,621124,48801,5283,0,567040,0.014405800000000003,172.69638689188287,32,31,3596.624174823395,5.39676209037134,19410.125,0.0004501812500000001,8.341691600657981e-05,5.570851190060738,0.96875,157.01421236991882,3.01,2.8609999999999998,12.672174521964044,4.906694136559963,9.239802682399748,1.9760840088129044,0.9091922257077566,0.017429432393883375,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p05,Ponytail · ratio 0.05,ponytail,0.05,0.05,django__django-16662,1,1,True,1,100.0,455693,21571,4554,0,429568,0.010650488,84.12861353205517,26,25,5416.62320188326,3.235715905079045,17526.653846153848,0.00040963415384615384,0.00012659768838270335,3.365144541282207,0.9615384615384616,70.83929300308228,1.004,0.9380000000000001,12.285320528972894,2.7245881924262414,5.9996577501297,1.0877680228306696,0.8420356645493828,0.011934108478056043,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p05,Ponytail · ratio 0.05,ponytail,0.05,0.05,django__django-7530,1,1,True,1,100.0,489494,7473,4837,0,477184,0.011029544,84.07219571899623,28,27,5822.305410412852,3.0025784185355797,17481.928571428572,0.00039391228571428573,0.00013119133984397483,3.1137850266294897,0.9642857142857143,70.82021188735962,1.214,1.181,12.037983831636607,2.529293281691415,5.543941223621367,0.9445331862994603,0.8423737631888409,0.014439970190117148,6
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p05,Ponytail · ratio 0.05,ponytail,0.05,0.05,django__django-13516,1,1,True,1,100.0,656398,24684,8098,0,623616,0.016147935999999998,162.04512051213533,33,32,4050.711295258306,4.910458197337434,19890.848484848484,0.0004893313939393939,9.965086235836828e-05,5.063910016004229,0.9696969696969697,148.6564655303955,1.549,1.295,11.83965498173982,4.504741379708955,11.933916473388663,1.073426138270985,0.9173769938926537,0.00955906598794499,4
v4-flash-0731,DeepSeek V4 Flash 0731,deepseek/deepseek-v4-flash-0731,ponytail__warning_0p05,Ponytail · ratio 0.05,ponytail,0.05,0.05,pytest-dev__pytest-7571,1,1,True,1,100.0,655688,24964,5828,0,624896,0.014726816,165.79698393004946,32,32,3954.764341651944,5.181155747814046,20490.25,0.000460213,8.882439023265534e-05,5.181155747814046,1.0,147.25145411491394,5.7379999999999995,5.6,12.807529815135524,4.601607941091061,8.761121249198915,1.8020742386579514,0.8881431412349456,0.034608590964603364,8
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-15731,1,1,True,1,100.0,347521,19524,3133,0,324864,0.004330919040000001,85.77814276400022,21,23,4051.3933829988364,4.084673464952392,16548.619047619046,0.00020623424000000003,5.0489773973255356e-05,3.7294844680000097,1.0952380952380953,57.876312494277954,15.717,15.635,12.184830269722267,2.7560148806799027,4.1570422649383545,1.429813680194673,0.6747209793701404,0.18322849497035493,4
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-16662,1,1,True,1,100.0,597261,25075,4890,0,567296,0.006357554559999998,192.22880620602518,31,33,3107.0317284282214,6.200929232452426,19266.483870967742,0.00020508240516129027,3.3072850450864053e-05,5.825115339576521,1.064516129032258,171.03163242340088,8.953,8.805,12.244173782624305,5.517149433012931,15.279232740402222,2.945984217428392,0.8897294625036282,0.04657470530407621,8
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-7530,1,0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline,Baseline Hermes · ratio null,baseline,,null,django__django-13516,1,1,True,1,100.0,2848819,106660,14735,0,2727424,0.02606102464,577.150830846047,88,91,4936.004329793493,6.55853216870508,32372.94318181818,0.00029614800727272727,4.5154616864706005e-05,6.342316822484033,1.0340909090909092,433.33610439300537,130.333,129.842,13.48172645304166,4.924273913556879,14.406604576110833,2.332675565372814,0.750819510660284,0.2258213850423545,3
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline,Baseline Hermes · ratio null,baseline,,null,pytest-dev__pytest-7571,1,1,True,1,100.0,9215234,89421,29365,0,9096448,0.050445857279999985,904.6072196348105,171,175,10187.000280320763,5.290100699618774,53890.257309941524,0.00029500501333333323,5.576548162014996e-05,5.169184112198917,1.023391812865497,752.3529126644135,136.744,136.343,15.51030697039701,4.399724635464406,8.045282244682312,2.3457851200773003,0.8316901483144673,0.15116394942680592,24
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-15731,1,1,True,1,100.0,373964,20948,3320,0,349696,0.004636674559999999,120.75893715792336,22,28,3096.78114764248,5.489042598087425,16998.363636363636,0.0002107579345454545,3.8396119319403705e-05,4.312819184211548,1.2727272727272727,104.70638632774353,3.306,3.159,12.746550830179824,4.759381196715615,14.977045202255244,2.4745535417036577,0.8670694591391858,0.027376855724363946,4
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-16662,1,1,True,1,100.0,692832,27780,3804,0,661248,0.006611297279999998,112.36457563284785,34,34,6165.929040339494,3.3048404597896424,20377.41176470588,0.00019444991999999995,5.883791437616839e-05,3.3048404597896424,1.0,93.84274673461914,6.3950000000000005,5.574,12.126828898228705,2.7600807863123276,5.717639613151548,1.521528587621801,0.8351630948284899,0.05691295467439591,5
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-7530,1,1,True,1,100.0,31693140,158202,64090,0,31470848,0.14499491328000003,1566.492013439769,347,353,20231.919299994945,4.514386205878297,91334.69740634006,0.0004178527760230548,9.256026333745176e-05,4.437654429007844,1.0172910662824208,1319.1674721240997,227.072,186.875,20.25254131566919,3.8016353663518725,7.828331875801081,2.4989312512730315,0.842115670431933,0.1449557342468576,5
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,django__django-13516,1,1,True,1,100.0,1033570,32462,6548,0,994560,0.0091775936,142.22286781505682,44,45,7267.256074065596,3.232337904887655,23490.227272727272,0.00020858167272727273,6.452966207891633e-05,3.160508173667929,1.0227272727272727,107.73574590682983,21.805,21.587,12.682121908226982,2.448539679700678,4.472417771816254,1.4689303094690496,0.7575135248076055,0.15331571030022187,3
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p1,Baseline Hermes · ratio 0.1,baseline,0.1,0.1,pytest-dev__pytest-7571,1,1,True,1,100.0,2009905,58300,7541,0,1944064,0.015595431040000003,222.35645638708957,58,61,9039.112390337135,3.833732006673958,34653.53448275862,0.00026888674206896555,7.013707311853664e-05,3.645187809624419,1.0517241379310345,160.07737469673157,49.851,49.57,12.428081690357999,2.759954736150544,4.752131700515747,1.7720309125966038,0.7199133198006207,0.2241940747302467,4
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-15731,1,1,True,1,100.0,539456,23768,3944,0,511744,0.0057066598399999995,124.4706851800438,29,32,4334.00040515315,4.292092592415304,18601.931034482757,0.00019678137379310344,4.584742047290457e-05,3.889708911876369,1.103448275862069,96.81011843681335,15.404,15.26,12.256566743230447,3.3382799460970123,6.55403733253479,2.202170996830381,0.7777744478290602,0.1237560472790721,4
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-16662,1,1,True,1,100.0,479626,22675,3575,0,453376,0.00526414336,140.50468240096234,26,27,3413.5944212256018,5.404026246190859,18447.153846153848,0.00020246705230769231,3.7465963909854334e-05,5.203877125961568,1.0384615384615385,103.77992105484009,24.458,24.329,12.266761346122252,3.9915354251861572,9.452215254306793,2.0440000662436852,0.7386225090967451,0.17407249055375595,11
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-7530,1,1,True,1,100.0,9694559,82491,37412,0,9574656,0.05398026816,1181.3588408038486,184,186,8206.277944644995,6.420428482629612,52687.82065217391,0.00029337102260869563,4.569337130729004e-05,6.3513916172249925,1.0108695652173914,1097.5055179595947,68.089,65.357,15.764322844253854,5.964703901954319,15.86734534502029,2.516855018294376,0.9290196001858365,0.057636170863773484,2
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,django__django-13516,1,1,True,1,100.0,1007364,32091,7081,0,968192,0.009226533120000005,300.14615958789364,47,50,3356.2448421233503,6.386088501870077,21433.27659574468,0.00019630921531914905,3.074013384901613e-05,6.002923191757873,1.0638297872340425,189.8904938697815,97.92099999999999,97.49799999999999,12.334665718112149,4.040223273825138,7.763771677017207,2.304885524384519,0.6326600817765076,0.3262443875158935,4
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,baseline__warning_0p05,Baseline Hermes · ratio 0.05,baseline,0.05,0.05,pytest-dev__pytest-7571,1,1,True,1,100.0,1428348,22351,8749,0,1397248,0.010137729279999997,284.556732383091,58,60,5019.554406736207,4.906150558329156,24626.689655172413,0.00017478843586206892,3.562639054468705e-05,4.74261220638485,1.0344827586206897,144.84384298324585,126.475,108.943,13.237889399845159,2.49730763764217,4.346439599990844,1.591522923831282,0.5090156952893545,0.4444632145611306,5
v4-1-flash,DeepSeek V4.1 Flash,deepseek/deepseek-v4.1-flash-20260910,ponytail,Ponytail · ratio null,ponytail,,null,django__django-15731,1,1,True,1,100.0,736362,26497,5353,0,704512,0.007133432320000001,138.45346773206256,36,40,5318.480006763138,3.8459296592239602,20454.5,0.0001981508977777778,5.152223658135264e-05,3.461336693301564,1.1111111111111112,102.03012824058533,24.099,24.026,12.324339491477236,2.834170228905148,5.88011234998703,1.6782462861802843,0.7369272139722475,0.1740584789586981,5
